sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SRR27322008.contigs	chromosome	-	-	contig00001 len=772755 cov=54.1 corr=0 origname=NODE_1_length_772755_cov_54.094502_pilon sw=shovill-spades/1.1.0 date=20251024	772755	0.3230325264799322	619d6eeff91c3a4f07f48c8de9025171	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00002 len=524106 cov=65.6 corr=0 origname=NODE_2_length_524106_cov_65.564551_pilon sw=shovill-spades/1.1.0 date=20251024	524106	0.3361075812908076	4e1e7c0528f3880f6bb04f9cdf68ad8a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00003 len=496602 cov=60.4 corr=0 origname=NODE_3_length_496602_cov_60.411451_pilon sw=shovill-spades/1.1.0 date=20251024	496602	0.32945698970201487	2d2f777564126c92ca8d308c8c81e60b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00004 len=378621 cov=55.8 corr=0 origname=NODE_4_length_378621_cov_55.797340_pilon sw=shovill-spades/1.1.0 date=20251024	378621	0.32036522010136786	ccd7fd92359682afd490ec202368a0a1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00005 len=211961 cov=57.3 corr=0 origname=NODE_5_length_211961_cov_57.287455_pilon sw=shovill-spades/1.1.0 date=20251024	211961	0.3263147465807389	d0bebd64b007d0aacca9202230d28763	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00006 len=88198 cov=61.4 corr=0 origname=NODE_6_length_88198_cov_61.444993_pilon sw=shovill-spades/1.1.0 date=20251024	88198	0.33606204222317965	3b6e1d0fd43e75b69208f8217df968ad	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00007 len=85968 cov=56.0 corr=0 origname=NODE_7_length_85968_cov_55.964705_pilon sw=shovill-spades/1.1.0 date=20251024	85968	0.3207356225572306	dfe9efac046d61d4659f87d75b0da4fd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00008 len=38080 cov=57.1 corr=0 origname=NODE_8_length_38080_cov_57.065809_pilon sw=shovill-spades/1.1.0 date=20251024	38080	0.32373949579831934	8193110114416fbf8218ba8c4522b92a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00009 len=37975 cov=58.4 corr=0 origname=NODE_9_length_37975_cov_58.436833_pilon sw=shovill-spades/1.1.0 date=20251024	37975	0.3347728768926926	04628b91e8709e406bc29ad12f66527a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00010 len=36638 cov=62.8 corr=0 origname=NODE_10_length_36638_cov_62.818809_pilon sw=shovill-spades/1.1.0 date=20251024	36638	0.3429772367487308	eb87a86a618eabe7dad2dc3eb9257e36	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00011 len=34586 cov=50.9 corr=0 origname=NODE_11_length_34586_cov_50.898739_pilon sw=shovill-spades/1.1.0 date=20251024	34586	0.315908170936217	7f077176f1c3609b642bfbb3fca7727a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00012 len=20244 cov=56.6 corr=0 origname=NODE_12_length_20244_cov_56.589937_pilon sw=shovill-spades/1.1.0 date=20251024	20244	0.3227622999407232	415337ef5081fe4e6a95894fcd9d3562	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00013 len=2441 cov=107.3 corr=0 origname=NODE_13_length_2441_cov_107.308511_pilon sw=shovill-spades/1.1.0 date=20251024	2441	0.48381810733306024	4c74dff6800cc88f9bd72b90a25cb654	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322008.contigs	chromosome	-	-	contig00014 len=1501 cov=425.8 corr=0 origname=NODE_14_length_1501_cov_425.820567_pilon sw=shovill-spades/1.1.0 date=20251024	1501	0.3111259160559627	f2b6efdf0a3d3bfc40b278706ec669e7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	JX204384	IS1181	repetitve element
SRR27322008.contigs	plasmid	AE018	AN718	contig00015 len=1363 cov=685.1 corr=0 origname=NODE_15_length_1363_cov_685.103774_pilon sw=shovill-spades/1.1.0 date=20251024	1363	0.48495964783565665	4c2926ac314e2b12a8844d30ef2e825e	not tested	-	-	-	-	-	-	-	-	-	CP042061	0.013112	Staphylococcus aureus	-	-	-
