sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SRR27322003.contigs	chromosome	-	-	contig00001 len=406155 cov=54.5 corr=0 origname=NODE_1_length_406155_cov_54.509287_pilon sw=shovill-spades/1.1.0 date=20251024	406155	0.32258866688825694	1c29848d790c83a19b87910f3797cb99	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00002 len=266716 cov=56.6 corr=0 origname=NODE_2_length_266716_cov_56.585275_pilon sw=shovill-spades/1.1.0 date=20251024	266716	0.3246336927668381	8c66a38c2f7b9f141ee154de49980e13	not tested	-	-	MOBT	GQ900429_00012	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00003 len=258397 cov=53.0 corr=0 origname=NODE_3_length_258397_cov_53.014924_pilon sw=shovill-spades/1.1.0 date=20251024	258397	0.32541786475849177	a68a5c7e1ba5401aca50b46a04d1808e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00004 len=244359 cov=51.5 corr=0 origname=NODE_4_length_244359_cov_51.524895_pilon sw=shovill-spades/1.1.0 date=20251024	244359	0.32455526499944753	596d91bba3505ea06f6d388d8ff9e3fd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00005 len=191850 cov=61.5 corr=0 origname=NODE_5_length_191850_cov_61.512185_pilon sw=shovill-spades/1.1.0 date=20251024	191850	0.3322387281730519	e0e8c8c010e7f847391157cbce167e60	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00006 len=173916 cov=61.3 corr=0 origname=NODE_6_length_173916_cov_61.259865_pilon sw=shovill-spades/1.1.0 date=20251024	173916	0.3362025345569125	ecfab856fe90034e335b9e9d80693462	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00007 len=146539 cov=52.3 corr=0 origname=NODE_7_length_146539_cov_52.276200_pilon sw=shovill-spades/1.1.0 date=20251024	146539	0.32590641399217957	78eb02bbe3f2364e473ca74695fc7caa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00008 len=127210 cov=53.1 corr=0 origname=NODE_8_length_127210_cov_53.104131_pilon sw=shovill-spades/1.1.0 date=20251024	127210	0.32307994654508293	6acff1e8c62a9740cd15168c209e9f56	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00009 len=114223 cov=60.5 corr=0 origname=NODE_9_length_114223_cov_60.546385_pilon sw=shovill-spades/1.1.0 date=20251024	114223	0.33559790935275735	2c45ad68cdbb13fd1100400e0f2c74eb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00010 len=108048 cov=57.5 corr=0 origname=NODE_10_length_108048_cov_57.494317_pilon sw=shovill-spades/1.1.0 date=20251024	108048	0.33412002073152675	9b4ff95f5bcb8a896c1b9b8bf9801a82	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00011 len=92740 cov=60.5 corr=0 origname=NODE_11_length_92740_cov_60.480631_pilon sw=shovill-spades/1.1.0 date=20251024	92740	0.33936812594349797	a0ed4aba0d9e08cad418be9899be2336	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00012 len=77932 cov=54.5 corr=0 origname=NODE_12_length_77932_cov_54.458743_pilon sw=shovill-spades/1.1.0 date=20251024	77932	0.32090797105168606	1103c5966f8ed84fe92519cedee94667	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322003.contigs	chromosome	-	-	contig00013 len=76687 cov=50.6 corr=0 origname=NODE_13_length_76687_cov_50.622304_pilon sw=shovill-spades/1.1.0 date=20251024	76687	0.31516423904964336	b5b9571964dfcd8940213d70a538f0c7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
