sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SRR27322012.contigs	chromosome	-	-	contig00001 len=490019 cov=47.7 corr=0 origname=NODE_1_length_490019_cov_47.693916_pilon sw=shovill-spades/1.1.0 date=20251024	490019	0.32032023248078134	727e04faffe05ac2c7c894906001d3e1	not tested	-	-	MOBT	GQ900429_00012	-	-	-	-	-	-	-	-	-	-	-
SRR27322012.contigs	chromosome	-	-	contig00002 len=323714 cov=56.5 corr=0 origname=NODE_2_length_323714_cov_56.485244_pilon sw=shovill-spades/1.1.0 date=20251024	323714	0.33373595210587126	f9e917d8937902bb09b2f0bd68483540	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322012.contigs	chromosome	-	-	contig00003 len=316108 cov=49.2 corr=0 origname=NODE_3_length_316108_cov_49.245515_pilon sw=shovill-spades/1.1.0 date=20251024	316108	0.321526187252458	11fa7f63de3eea2425d175c9556ef069	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322012.contigs	chromosome	-	-	contig00004 len=296172 cov=50.0 corr=0 origname=NODE_4_length_296172_cov_50.000990_pilon sw=shovill-spades/1.1.0 date=20251024	296172	0.3264657023621409	be0cb6483c13dc457361405f030a77a3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322012.contigs	chromosome	-	-	contig00005 len=281028 cov=56.6 corr=0 origname=NODE_5_length_281028_cov_56.592898_pilon sw=shovill-spades/1.1.0 date=20251024	281028	0.3354434433579572	dea30626c59e4f29159933000e2de3b2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322012.contigs	chromosome	-	-	contig00006 len=274867 cov=53.6 corr=0 origname=NODE_6_length_274867_cov_53.607666_pilon sw=shovill-spades/1.1.0 date=20251024	274867	0.3270891012744345	77f84457083b2052b607aa62eb5e31d3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322012.contigs	chromosome	-	-	contig00007 len=117967 cov=53.3 corr=0 origname=NODE_7_length_117967_cov_53.334708_pilon sw=shovill-spades/1.1.0 date=20251024	117967	0.3255571473378148	656b378049e00241166577edd9466951	not tested	rep_cluster_2250	BX571857	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322012.contigs	chromosome	-	-	contig00008 len=109616 cov=53.5 corr=0 origname=NODE_8_length_109616_cov_53.460945_pilon sw=shovill-spades/1.1.0 date=20251024	109616	0.33159392789373815	67504d9688c11ca7fa3b6f99f4b8083a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322012.contigs	chromosome	-	-	contig00009 len=87688 cov=50.8 corr=0 origname=NODE_9_length_87688_cov_50.771590_pilon sw=shovill-spades/1.1.0 date=20251024	87688	0.328095064318949	c4838b1cc6b52d49f21ea6eda7ed4cf0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322012.contigs	chromosome	-	-	contig00010 len=85767 cov=46.6 corr=0 origname=NODE_10_length_85767_cov_46.640961_pilon sw=shovill-spades/1.1.0 date=20251024	85767	0.31403686732659414	e5265152522a4e8da2b549b1525f7e40	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
