sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SRR27322013.contigs	chromosome	-	-	contig00001 len=759194 cov=48.9 corr=0 origname=NODE_1_length_759194_cov_48.853289_pilon sw=shovill-spades/1.1.0 date=20251024	759194	0.32379734297162516	0d9739e45f33e8fb30464afcd8e3a40a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322013.contigs	chromosome	-	-	contig00002 len=348802 cov=54.0 corr=0 origname=NODE_2_length_348802_cov_54.013676_pilon sw=shovill-spades/1.1.0 date=20251024	348802	0.33398030974593035	dbc78e12e31b73ff120c92538b5155e0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322013.contigs	chromosome	-	-	contig00003 len=286708 cov=50.6 corr=0 origname=NODE_3_length_286708_cov_50.576459_pilon sw=shovill-spades/1.1.0 date=20251024	286708	0.3255019043765783	3fdffe302c9bd98fadc474e684c23f40	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322013.contigs	chromosome	-	-	contig00004 len=280105 cov=54.8 corr=0 origname=NODE_4_length_280105_cov_54.766197_pilon sw=shovill-spades/1.1.0 date=20251024	280105	0.33620249549276165	33174aef4c39463dbdc6697c72f2a28b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322013.contigs	chromosome	-	-	contig00005 len=222805 cov=48.6 corr=0 origname=NODE_5_length_222805_cov_48.581773_pilon sw=shovill-spades/1.1.0 date=20251024	222805	0.31824240928165887	8e0fd6aea0b4daf73e9bbaf5f9e669fd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322013.contigs	chromosome	-	-	contig00006 len=159394 cov=51.5 corr=0 origname=NODE_6_length_159394_cov_51.475503_pilon sw=shovill-spades/1.1.0 date=20251024	159394	0.3245856180282821	eb62e015a49a69b05e73bd5cc809c8d5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322013.contigs	chromosome	-	-	contig00007 len=129275 cov=52.1 corr=0 origname=NODE_7_length_129275_cov_52.069598_pilon sw=shovill-spades/1.1.0 date=20251024	129275	0.32733320440920516	fbb0c58fe6c8158cb3378576d31f040e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322013.contigs	chromosome	-	-	contig00008 len=122581 cov=51.3 corr=0 origname=NODE_8_length_122581_cov_51.331407_pilon sw=shovill-spades/1.1.0 date=20251024	122581	0.32744063109291	88f38bd2e5aa5b433ba8caef42130e90	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322013.contigs	chromosome	-	-	contig00009 len=100653 cov=50.6 corr=0 origname=NODE_9_length_100653_cov_50.552734_pilon sw=shovill-spades/1.1.0 date=20251024	100653	0.32307035061051337	9882d53fbae1c4d0b9786c8c799f0d49	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27322013.contigs	chromosome	-	-	contig00010 len=88256 cov=53.9 corr=0 origname=NODE_10_length_88256_cov_53.858470_pilon sw=shovill-spades/1.1.0 date=20251024	88256	0.33607913343002177	ec4331680785c3a0d6115de072f1c5a5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
