sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
SRR27321999.contigs	chromosome	-	-	contig00001 len=1225321 cov=51.2 corr=0 origname=NODE_1_length_1225321_cov_51.214495_pilon sw=shovill-spades/1.1.0 date=20251024	1225321	0.3231300206231673	92ed3f9da605b6fe8cf58c8f0e0d5cde	not tested	rep_cluster_1636	001036__CP012595	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00002 len=1025302 cov=61.2 corr=0 origname=NODE_2_length_1025302_cov_61.190815_pilon sw=shovill-spades/1.1.0 date=20251024	1025302	0.33286095218774564	a216757ddff604c3502baa359e3a4193	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00003 len=167397 cov=52.6 corr=0 origname=NODE_3_length_167397_cov_52.582896_pilon sw=shovill-spades/1.1.0 date=20251024	167397	0.32236539483981197	59a1af28b4303bc8288d0bc54115f1e6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00004 len=106464 cov=59.2 corr=0 origname=NODE_4_length_106464_cov_59.226928_pilon sw=shovill-spades/1.1.0 date=20251024	106464	0.3345731890592125	46cf973f12400dea92c35078a96840e9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00005 len=52347 cov=59.8 corr=0 origname=NODE_5_length_52347_cov_59.782341_pilon sw=shovill-spades/1.1.0 date=20251024	52347	0.3385485319120484	933ae104caa44bf853f2a9743689a5cb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00006 len=41956 cov=47.8 corr=0 origname=NODE_6_length_41956_cov_47.767085_pilon sw=shovill-spades/1.1.0 date=20251024	41956	0.31473448374487556	b87d5cc9e8075dbe3f05f557b1b24f31	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00007 len=38792 cov=59.1 corr=0 origname=NODE_7_length_38792_cov_59.084416_pilon sw=shovill-spades/1.1.0 date=20251024	38792	0.33756960197978964	e836b4f73bc40a4d25c0de49d67c5583	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00008 len=28503 cov=178.5 corr=0 origname=NODE_8_length_28503_cov_178.503484_pilon sw=shovill-spades/1.1.0 date=20251024	28503	0.27695330316107075	51de33f862e06c0c9a6f99907d5d4569	not tested	rep_cluster_1017,rep_cluster_155,rep_cluster_1733	000261__GQ900456,000915__CP001784_00003,GQ900478	-	-	-	-	MOBV	NC_008459	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00009 len=4424 cov=56.3 corr=0 origname=NODE_9_length_4424_cov_56.347565_pilon sw=shovill-spades/1.1.0 date=20251024	4424	0.3261754068716094	de0c056546ba034cc342adbabea0a453	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00010 len=3635 cov=47.9 corr=0 origname=NODE_10_length_3635_cov_47.939334_pilon sw=shovill-spades/1.1.0 date=20251024	3635	0.30233837689133425	9d081e18f1827037ee2aa886d3fbfdeb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	plasmid	AE387	AO159	contig00011 len=1636 cov=592.2 corr=0 origname=NODE_11_length_1636_cov_592.233010_pilon sw=shovill-spades/1.1.0 date=20251024	1636	0.49877750611246946	aaf9cf8f06eebf0d1f3bdaf2637c723e	not tested	-	-	-	-	-	-	-	-	-	CP042065	0.00028831	Staphylococcus aureus	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00012 len=1134 cov=137.8 corr=0 origname=NODE_12_length_1134_cov_137.816874_pilon sw=shovill-spades/1.1.0 date=20251024	1134	0.30070546737213405	3e0d127a359b39ee66803356002163ac	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00013 len=1075 cov=108.8 corr=0 origname=NODE_13_length_1075_cov_108.751016_pilon sw=shovill-spades/1.1.0 date=20251024	1075	0.5162790697674419	5f1456b9d2e0b8aca720ae2b36bee750	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	plasmid	AE018	-	contig00014 len=1004 cov=679.7 corr=0 origname=NODE_14_length_1004_cov_679.677985_pilon sw=shovill-spades/1.1.0 date=20251024	1004	0.5229083665338645	06c4c81311ebedc0ef5af9ba4a756b24	not tested	-	-	-	-	-	-	-	-	-	CP042061	0.0280449	Staphylococcus aureus	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00015 len=942 cov=616.6 corr=0 origname=NODE_15_length_942_cov_616.608696_pilon sw=shovill-spades/1.1.0 date=20251024	942	0.4692144373673036	f7a58d37d1ef8bb67c9720fd02b780a1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00016 len=876 cov=221.8 corr=0 origname=NODE_16_length_876_cov_221.754140_pilon sw=shovill-spades/1.1.0 date=20251024	876	0.2945205479452055	d6516a9e592ae1759f80503aa3a6bf20	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00017 len=765 cov=628.4 corr=0 origname=NODE_17_length_765_cov_628.413947_pilon sw=shovill-spades/1.1.0 date=20251024	765	0.4915032679738562	2a2ae21ef1c17411594abddfe57248c7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00018 len=638 cov=162.8 corr=0 origname=NODE_18_length_638_cov_162.822669_pilon sw=shovill-spades/1.1.0 date=20251024	638	0.3652037617554859	f8b475d8ae948e39763bfceb74977f9c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00019 len=488 cov=513.2 corr=0 origname=NODE_19_length_488_cov_513.241814_pilon sw=shovill-spades/1.1.0 date=20251024	488	0.5040983606557377	6d4004aa594b6aac2a4990d772d013d7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00020 len=373 cov=88.2 corr=0 origname=NODE_20_length_373_cov_88.156028_pilon sw=shovill-spades/1.1.0 date=20251024	373	0.41823056300268097	045a1750f1bd4b618c74b37b884a4020	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR27321999.contigs	chromosome	-	-	contig00021 len=319 cov=46.1 corr=0 origname=NODE_21_length_319_cov_46.096491_pilon sw=shovill-spades/1.1.0 date=20251024	319	0.31347962382445144	9664a4af63e2b3398ba6ed91f87e475d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
